RMI,0,180.087,419430400,0,BinarySearch,uniform_dense_200M_uint32
RMI,1,151.815,201326608,0,BinarySearch,uniform_dense_200M_uint32
RMI,2,144.192,100663312,0,BinarySearch,uniform_dense_200M_uint32
RMI,3,156.51,41943040,0,BinarySearch,uniform_dense_200M_uint32
RMI,4,96.6257,12582928,0,BinarySearch,uniform_dense_200M_uint32
RMI,5,81.4557,6291472,0,BinarySearch,uniform_dense_200M_uint32
RMI,6,78.6842,3145744,0,BinarySearch,uniform_dense_200M_uint32
RMI,7,79.049,786448,0,BinarySearch,uniform_dense_200M_uint32
RMI,8,76.679,24592,0,BinarySearch,uniform_dense_200M_uint32
RMI,9,83.4336,3088,0,BinarySearch,uniform_dense_200M_uint32
RS,10,142.227,800000124,1776032850,BinarySearch,uniform_dense_200M_uint32
RS,9,131.285,200000124,1498775970,BinarySearch,uniform_dense_200M_uint32
RS,8,132.682,200000124,1491672228,BinarySearch,uniform_dense_200M_uint32
RS,7,115.052,50000124,1400917456,BinarySearch,uniform_dense_200M_uint32
RS,6,89.3802,12500124,1373901510,BinarySearch,uniform_dense_200M_uint32
RS,5,78.8184,3125124,1358040877,BinarySearch,uniform_dense_200M_uint32
RS,4,78.283,3125124,1350548344,BinarySearch,uniform_dense_200M_uint32
RS,3,77.5851,781376,1350861265,BinarySearch,uniform_dense_200M_uint32
RS,2,75.2364,195440,1388713180,BinarySearch,uniform_dense_200M_uint32
RS,1,75.3669,172,1394207496,BinarySearch,uniform_dense_200M_uint32
PGM,16,99.14,368,9753247285,BinarySearch,uniform_dense_200M_uint32
PGM,4,91.5553,368,9736253391,BinarySearch,uniform_dense_200M_uint32
PGM,8,93.7895,368,9758054687,BinarySearch,uniform_dense_200M_uint32
PGM,32,111.759,368,9742841521,BinarySearch,uniform_dense_200M_uint32
PGM,64,122.572,368,9763223749,BinarySearch,uniform_dense_200M_uint32
PGM,256,173.283,368,9748254421,BinarySearch,uniform_dense_200M_uint32
PGM,1024,196.042,368,9770963684,BinarySearch,uniform_dense_200M_uint32
PGM,2048,204.032,368,9734458831,BinarySearch,uniform_dense_200M_uint32
PGM,4096,216.207,368,9765241349,BinarySearch,uniform_dense_200M_uint32
PGM,8192,255.871,368,9752506358,BinarySearch,uniform_dense_200M_uint32
BTree,32,566.035,87075880,49916431,BinarySearch,uniform_dense_200M_uint32
BTree,1,678.153,2786395632,1809274671,BinarySearch,uniform_dense_200M_uint32
BTree,4,594.748,696599768,417024345,BinarySearch,uniform_dense_200M_uint32
BTree,16,528.62,174150608,73517286,BinarySearch,uniform_dense_200M_uint32
BTree,64,569.601,43538112,15468301,BinarySearch,uniform_dense_200M_uint32
BTree,128,566.731,21769360,7396662,BinarySearch,uniform_dense_200M_uint32
BTree,512,562.457,5443072,1603847,BinarySearch,uniform_dense_200M_uint32
BTree,1024,611.23,2721576,628726,BinarySearch,uniform_dense_200M_uint32
BTree,4096,700.727,680928,141346,BinarySearch,uniform_dense_200M_uint32
BTree,16384,795.576,170960,59634,BinarySearch,uniform_dense_200M_uint32
BTree,65536,891.515,43072,15612,BinarySearch,uniform_dense_200M_uint32
BTree,262144,1004.12,11232,5707,BinarySearch,uniform_dense_200M_uint32
IBTree,1,330.233,2421989256,1629617886,BinarySearch,uniform_dense_200M_uint32
IBTree,32,375.765,75693848,363734770,BinarySearch,uniform_dense_200M_uint32
IBTree,64,392.859,37850024,217363753,BinarySearch,uniform_dense_200M_uint32
IBTree,128,419.587,18926568,149214894,BinarySearch,uniform_dense_200M_uint32
IBTree,256,417.922,9464840,136956471,BinarySearch,uniform_dense_200M_uint32
IBTree,512,438.181,4733976,99258301,BinarySearch,uniform_dense_200M_uint32
IBTree,1024,452.323,2368544,146065483,BinarySearch,uniform_dense_200M_uint32
IBTree,2048,482.309,1188920,95624568,BinarySearch,uniform_dense_200M_uint32
IBTree,4096,536.452,592920,124080164,BinarySearch,uniform_dense_200M_uint32
IBTree,8192,603.722,299560,59118960,BinarySearch,uniform_dense_200M_uint32
FAST,1,551.702,1706666880,7674825310,BinarySearch,uniform_dense_200M_uint32
FAST,16,470.176,106666880,480685091,BinarySearch,uniform_dense_200M_uint32
FAST,256,514.193,6666880,23046428,BinarySearch,uniform_dense_200M_uint32
FAST,512,555.034,3333632,12017787,BinarySearch,uniform_dense_200M_uint32
FAST,768,559.151,2222592,7836097,BinarySearch,uniform_dense_200M_uint32
FAST,1024,561.973,1666944,5320202,BinarySearch,uniform_dense_200M_uint32
FAST,1526,576.593,1118592,4286761,BinarySearch,uniform_dense_200M_uint32
FAST,2048,611.001,833664,2557492,BinarySearch,uniform_dense_200M_uint32
FAST,4096,669.364,416768,1315086,BinarySearch,uniform_dense_200M_uint32
FAST,8192,720.935,208512,658523,BinarySearch,uniform_dense_200M_uint32
ALEX,1,261.464,3464409152,9400973242,BinarySearch,uniform_dense_200M_uint32
ALEX,4,260.265,866102336,2352210076,BinarySearch,uniform_dense_200M_uint32
ALEX,8,281.405,433051200,1178259245,BinarySearch,uniform_dense_200M_uint32
ALEX,16,358.192,216525632,587146497,BinarySearch,uniform_dense_200M_uint32
ALEX,32,393.331,108262848,297144236,BinarySearch,uniform_dense_200M_uint32
ALEX,64,420.99,54131456,145965964,BinarySearch,uniform_dense_200M_uint32
ALEX,128,449.616,27065760,87984012,BinarySearch,uniform_dense_200M_uint32
ALEX,256,440.954,13532840,18992451,BinarySearch,uniform_dense_200M_uint32
ALEX,512,425.286,6766380,3312629,BinarySearch,uniform_dense_200M_uint32
ALEX,1024,459.208,3383296,1686376,BinarySearch,uniform_dense_200M_uint32
ALEX,2048,527.966,1691760,872668,BinarySearch,uniform_dense_200M_uint32
ALEX,4096,586.369,845980,448964,BinarySearch,uniform_dense_200M_uint32
ALEX,8192,630.06,423096,199691,BinarySearch,uniform_dense_200M_uint32
MWHC,0,249.788,861000241,128824056367,BinarySearch,uniform_dense_200M_uint32
CompactedMWHC,0,548.366,734602249,128545214205,BinarySearch,uniform_dense_200M_uint32
MMPHF_FST,0,505.73,1653438657,17654823603,BinarySearch,uniform_dense_200M_uint32
CompactTrie,0,2837.34,15999999968,47679945995,BinarySearch,uniform_dense_200M_uint32
SimpleHollowTrie,0,1436.16,1600000016,74368788598,BinarySearch,uniform_dense_200M_uint32
HollowTrie,0,1507.77,294154389,197973168598,BinarySearch,uniform_dense_200M_uint32
FST,128,1059.42,14723965,89753753,BinarySearch,uniform_dense_200M_uint32
FST,256,743.409,6459793,36222443,BinarySearch,uniform_dense_200M_uint32
FST,512,775.122,3334793,19842863,BinarySearch,uniform_dense_200M_uint32
FST,1024,898.433,1772297,10710661,BinarySearch,uniform_dense_200M_uint32
FST,2048,898.458,991049,4842793,BinarySearch,uniform_dense_200M_uint32
FST,4096,1076.17,454098,2718253,BinarySearch,uniform_dense_200M_uint32
FST,8192,1204.89,228084,1117146,BinarySearch,uniform_dense_200M_uint32
Wormhole,512,947.029,10937472,9446,BinarySearch,uniform_dense_200M_uint32
Wormhole,1024,897.502,5468736,1004,BinarySearch,uniform_dense_200M_uint32
Wormhole,2048,938.169,2734368,1155,BinarySearch,uniform_dense_200M_uint32
Wormhole,4096,942.407,1367184,722,BinarySearch,uniform_dense_200M_uint32
Wormhole,6384,940.704,877184,780,BinarySearch,uniform_dense_200M_uint32
Wormhole,5536,972.045,1011556,762,BinarySearch,uniform_dense_200M_uint32
Wormhole,62144,964.114,90104,704,BinarySearch,uniform_dense_200M_uint32
RBS,28,106.049,1073741828,1384590572,BinarySearch,uniform_dense_200M_uint32
RBS,26,112.114,268435460,407557374,BinarySearch,uniform_dense_200M_uint32
RBS,24,172.436,67108868,253176875,BinarySearch,uniform_dense_200M_uint32
RBS,22,245.549,16777220,241254487,BinarySearch,uniform_dense_200M_uint32
RBS,20,268.795,4194308,357580924,BinarySearch,uniform_dense_200M_uint32
RBS,18,334.37,1048580,284461164,BinarySearch,uniform_dense_200M_uint32
RBS,16,426.947,262148,367303704,BinarySearch,uniform_dense_200M_uint32
RBS,14,547.652,65540,196289475,BinarySearch,uniform_dense_200M_uint32
RBS,12,659.009,16388,199495114,BinarySearch,uniform_dense_200M_uint32
RBS,10,751.154,4100,198678130,BinarySearch,uniform_dense_200M_uint32
RBS,8,872.885,1028,294141995,BinarySearch,uniform_dense_200M_uint32
CuckooMap,0,201.04,1616000000,40552824709,BinarySearch,uniform_dense_200M_uint32
RobinHash,0,94.8255,6442450944,6132847033,BinarySearch,uniform_dense_200M_uint32
BinarySearch,0,792.082,0,0,BinarySearch,uniform_dense_200M_uint32
