RMI,0,179.467,402653200,0,BinarySearch,uniform_sparse_200M_uint32
RMI,1,179.82,201326608,0,BinarySearch,uniform_sparse_200M_uint32
RMI,2,184.797,100663312,0,BinarySearch,uniform_sparse_200M_uint32
RMI,3,179.65,25165840,0,BinarySearch,uniform_sparse_200M_uint32
RMI,4,181.013,12582928,0,BinarySearch,uniform_sparse_200M_uint32
RMI,5,182.259,6291472,0,BinarySearch,uniform_sparse_200M_uint32
RMI,6,195.806,3145744,0,BinarySearch,uniform_sparse_200M_uint32
RMI,7,216.269,786448,0,BinarySearch,uniform_sparse_200M_uint32
RMI,8,283.377,24592,0,BinarySearch,uniform_sparse_200M_uint32
RMI,9,343.755,3088,0,BinarySearch,uniform_sparse_200M_uint32
RS,10,191.222,1092850956,4262133642,BinarySearch,uniform_sparse_200M_uint32
RS,9,191.917,264769212,2916864566,BinarySearch,uniform_sparse_200M_uint32
RS,8,211.313,88854892,2563469828,BinarySearch,uniform_sparse_200M_uint32
RS,7,210.907,40873436,2325476384,BinarySearch,uniform_sparse_200M_uint32
RS,6,214.451,28581356,2206616311,BinarySearch,uniform_sparse_200M_uint32
RS,5,206.403,7684828,1916490898,BinarySearch,uniform_sparse_200M_uint32
RS,4,226.298,3302556,1767083829,BinarySearch,uniform_sparse_200M_uint32
RS,3,253.288,512316,1508330358,BinarySearch,uniform_sparse_200M_uint32
RS,2,261.515,353052,1464542027,BinarySearch,uniform_sparse_200M_uint32
RS,1,287.304,76364,1332921182,BinarySearch,uniform_sparse_200M_uint32
PGM,16,293.447,3257968,5378695729,BinarySearch,uniform_sparse_200M_uint32
PGM,4,264.486,41592400,7620118162,BinarySearch,uniform_sparse_200M_uint32
PGM,8,272.269,12054576,6271871062,BinarySearch,uniform_sparse_200M_uint32
PGM,32,313.719,852576,4653579078,BinarySearch,uniform_sparse_200M_uint32
PGM,64,367.429,217744,4227255370,BinarySearch,uniform_sparse_200M_uint32
PGM,256,434.431,14064,3846358219,BinarySearch,uniform_sparse_200M_uint32
PGM,1024,430.648,1072,3710926050,BinarySearch,uniform_sparse_200M_uint32
PGM,2048,457.307,416,3688687910,BinarySearch,uniform_sparse_200M_uint32
PGM,4096,488.371,368,3736585971,BinarySearch,uniform_sparse_200M_uint32
PGM,8192,522.919,368,3802488048,BinarySearch,uniform_sparse_200M_uint32
BTree,32,542.704,87075880,50425549,BinarySearch,uniform_sparse_200M_uint32
BTree,1,650.108,2786395632,1825632914,BinarySearch,uniform_sparse_200M_uint32
BTree,4,625.221,696599768,426839707,BinarySearch,uniform_sparse_200M_uint32
BTree,16,553.483,174150608,81923677,BinarySearch,uniform_sparse_200M_uint32
BTree,64,574.061,43538112,16118275,BinarySearch,uniform_sparse_200M_uint32
BTree,128,566.763,21769360,7449706,BinarySearch,uniform_sparse_200M_uint32
BTree,512,561.2,5443072,1545288,BinarySearch,uniform_sparse_200M_uint32
BTree,1024,610.126,2721576,662465,BinarySearch,uniform_sparse_200M_uint32
BTree,4096,700.549,680928,144178,BinarySearch,uniform_sparse_200M_uint32
BTree,16384,795.697,170960,60388,BinarySearch,uniform_sparse_200M_uint32
BTree,65536,890.554,43072,14997,BinarySearch,uniform_sparse_200M_uint32
BTree,262144,1010.18,11232,5276,BinarySearch,uniform_sparse_200M_uint32
IBTree,1,426.943,2421989256,1629511228,BinarySearch,uniform_sparse_200M_uint32
IBTree,32,424.965,75693848,359847580,BinarySearch,uniform_sparse_200M_uint32
IBTree,64,420.442,37850024,217597278,BinarySearch,uniform_sparse_200M_uint32
IBTree,128,435.13,18926568,155501973,BinarySearch,uniform_sparse_200M_uint32
IBTree,256,428.153,9464840,137192526,BinarySearch,uniform_sparse_200M_uint32
IBTree,512,443.9,4733976,103460244,BinarySearch,uniform_sparse_200M_uint32
IBTree,1024,458.131,2368544,161799835,BinarySearch,uniform_sparse_200M_uint32
